2017,2018,2019,2020
0.023679391914651595,0.028400763613126122,0.18178405683970605,0.13724327287994895
0.016183568264236885,0.011690108519054818,0.07856429593362324,0.010888965346683294
0.15566027281052283,0.24312283231168696,0.11576770665672895,0.1295204910998925
0.038605365816873446,0.030775575322228944,0.013038522253996767,0.01729309668716712
0.048596980235048826,0.051667983799236,0.022172992007092576,0.08717689462579213
0.024302964617732827,0.03626180765144015,0.015876811045008366,0.05823569773481443
0.021553585632839274,0.010304074800318959,0.014797741359780294,0.010351488032402135
0.004731049633208122,0.037623364295378645,0.07977993743272935,0.019127393666750345
0.224514922112909,0.19156248284931968,0.14984092515904263,0.08157288204305446
0.11076070999598686,0.07885562613686956,0.013726625838067892,0.05368319736459316
0.016343811882361205,0.029013661294443664,0.02740501488473668,0.07058793284858647
0.14647893118494337,0.04236576734714516,0.010742419015139962,0.0057718876080635265
0.04753558479875099,0.028343232344901877,0.026215211117635074,0.059066370702706844
0.010349093957711723,0.04777727343054207,0.022552950604939503,0.009520380542828489
0.023637763530243446,0.009183198945461418,0.008210130979865116,0.028966716275765345
0.04620826568539816,0.026966030681999816,0.032622774257404855,0.07792981666250104
0.008399320922735083,0.003514808278772358,0.010931300207067379,0.0047937993628856465
0.001193684148993201,0.012792284236324324,0.00550593944234353,0.05496517923445655
0.012793193791658825,0.013489203845939372,0.040270397035997774,0.012685122111668955
0.00761675743656304,0.021281386420042906,0.02405615652981446,0.01897568274766971
0.0029433810983905354,0.016990531374991295,0.06036804306742178,0.014091964954367051
0.0033445456100784183,0.0022804245850426273,0.011342783942345802,0.010689937533476414
,0.005731275982144774,0.01032647799872747,0.01243878194154837
,0.010499735024331361,0.013793673991130245,0.009880864610656714
,0.0050916296204877734,0.005392367352080528,
