2017,2018,2019,2020
0.06949574102199714,0.04804615072598626,0.025977084478186075,0.08866945998026773
0.0390569125195496,0.08403394352242145,0.054438174652410215,0.2141719728660507
0.07001843984516067,0.03603644723215365,0.0304804787188363,0.07840344331298883
0.09321732767893158,0.0746500587240886,0.243766031051536,0.06175540201365948
0.04935667882780083,0.04574587262530166,0.03011008729129786,0.048402502320897885
0.05246565826521575,0.04514119201769763,0.10066228341024132,0.01496970710846094
0.005386633812698699,0.012189015321623834,0.030907906331831186,0.02997833719620338
0.022911240268527096,0.035292977031708236,0.019523665153591177,0.006236425768106411
0.09130734097184115,0.11306108695350603,0.0856767178851696,0.1144199589601694
0.009145420300596544,0.012300369834750597,0.015009364107301155,0.00551359646786482
0.025425604793406626,0.03713451125357148,0.02046951373949553,0.053115665554427184
0.08071878609311489,0.10212266341964246,0.029976457928189988,0.0169331859319638
0.016148479953976988,0.03657238174427469,0.014413071558190169,0.027885223428408306
0.025350621467783253,0.024605943967747432,0.03531692944912886,0.01942477045724025
0.07538764652234453,0.010168357278368562,0.003820277811285591,0.0052518118650485305
0.0007935019622322257,0.009744660354316353,0.011389839865692825,0.0027132213402252933
0.0620610855292273,0.004207238101186359,0.004537974760368642,0.01950619348253195
0.012572683777859193,0.012619012450773731,0.008062164639464749,0.01564204365683672
0.02455687886886014,0.10836310075753329,0.01142554674787297,0.01926375581667973
0.03711374719691186,0.010797627603228999,0.016958343174143048,0.009014675608621193
0.0008250775796766499,0.014610314123288587,0.05972288086578073,0.09416385911978209
0.0014811967222290185,0.015093108146928966,0.008277153263606488,0.011792262801184105
0.11695175735948195,0.06687141993688696,0.11996984749471777,0.008168359119922686
0.010730181941549287,0.024911453727859648,0.01082459109702763,0.011776935739012865
0.0030321401494149943,0.011292160106255637,0.0033490541893465347,0.018278631954812087
