2017,2018,2019,2020
0.03823330165206931,0.07088898196230936,0.04946944895365081,0.09555076201183675
0.05002407155191625,0.055930661070499064,0.0504255960454805,0.06324275516164608
0.06810068242422498,0.090829161579459,0.16764683285196152,0.17651909427383006
0.046454150428753775,0.05229989518292526,0.05436651702169818,0.029790800685683884
0.25635828407666156,0.1050749191454445,0.16637940881799146,0.042039734335281916
0.09540411556950053,0.2387597625581126,0.031163737098479534,0.03153782070447237
0.00646215762573344,0.01768157367680536,0.013898310767434342,0.018753567925439432
0.1823191048421022,0.013184258851546556,0.010435983677101697,0.07524112535592836
0.046083059161901474,0.03768293344743242,0.013590551912784575,0.00791545837926559
0.002815161895660954,0.01826198139979938,0.01723303952687509,0.053771325482580894
0.009128012274967803,0.008648139239821313,0.016556121204605673,0.07695795138342641
0.020360956210216493,0.018739859260662597,0.06161699604145096,0.017977053036865517
0.05153462165639601,0.026068910831962448,0.010921656160006609,0.034760004339309834
0.0036414477206368483,0.02573835779501085,0.08375320147557468,0.04678179999479117
0.006440731035616562,0.020966615044824735,0.010042967735802384,0.04685738778267151
0.015992899091189144,0.04576370203483314,0.03686228959550129,0.022617022674053147
0.024104356538248425,0.017667125764143726,0.014795237757832968,0.004506213900943598
0.0494380121240179,0.031898454347650984,0.019499499345720078,0.011860566070446601
0.006786396257749951,0.015237162120215786,0.03745136072594042,0.04004844103772671
0.004751035730347379,0.008745738354553643,0.008792271454255363,0.008987618753543267
0.005773390067442682,0.010201368363819328,0.008177431075684286,0.021635715413886387
0.004666842122114341,0.0023262205667252157,0.06332756777852096,0.01628814723629218
0.0005620843126573636,0.04481035282868299,0.023503106090823622,0.008856690345475307
,0.0007263147006861588,0.0012392048248624325,0.013896731612009881
,0.01745163928900346,0.023928157293684398,0.02910328971651884
