2017,2018,2019,2020
0.15376569347754687,0.027045021199553564,0.015754099479341987,0.043167527478474826
0.12553723625668134,0.10130548614035191,0.039355117351438165,0.05402440969378519
0.04727395083613068,0.06391203209523602,0.04839522547932075,0.0638461986508889
0.06601447981732493,0.11121863503675099,0.03949970743219525,0.07544277130793303
0.017077527627462646,0.008090920512123519,0.00641981087935749,0.017201756055538468
0.02575810549368385,0.0680814422593838,0.3472348943906592,0.11447701670038392
0.013153732050466172,0.01650114230489567,0.004780672591919263,0.004930907579807516
0.016137750037298858,0.04940482800595887,0.036949716748185084,0.046220907941460616
0.24413104759145327,0.19428787992312074,0.0782237775279302,0.0577068188920235
0.013482649021476278,0.054476655393926696,0.005067510152081954,0.008657214733270498
0.06312072601254659,0.022315315097160563,0.049435016488891134,0.048388433141204036
0.01179411415835373,0.016896958259796112,0.08859652989389465,0.06867840160162023
0.010301176657658498,0.005628799964730538,0.008185340013061182,0.010677667621236581
0.060244133994552015,0.008194484958362953,0.026117142286499525,0.09921049425760521
0.0015442592326466364,0.003862116859095036,0.016333547651308403,
0.017574916984743748,0.016015931100297302,0.017739014335294154,0.028502021008768145
0.028585443571778654,0.0912702144260842,0.019788997717276016,0.05067359574903281
0.03779039352790999,0.04798649569830631,0.03594885509822548,0.06688080496417406
0.019671794567399353,0.03699165806613408,0.028756231246879174,0.02523483889989364
0.008776996654408578,0.015057988830774378,0.02074775917257975,0.00865023678694016
0.012433217084817302,0.007860127521755652,0.003939881495260047,
0.0010689539507827686,0.0005102587940650745,0.0028640453924077915,0.022788528639536638
0.00016601430607661037,0.010391630268928344,0.008916090923114085,0.031217759952713284
,0.008998764960611265,0.022896707590740317,0.01886653807014227
,0.009288169355781233,0.02312313151948579,0.030056075933269966
