2017,2018,2019,2020
0.001975730402779033,0.0018612357745704576,0.022544099342209682,
0.11149249948163069,0.07362704722609643,0.07685157668490576,0.09922983392308919
0.02875639225235422,0.05132413644541224,0.24506208498507112,0.22625643334900716
0.12530486007000652,0.06124393524847235,0.014632250953225902,0.026695171848703653
0.03172264583693206,0.01938123495294209,0.0070504720034863,0.013939788517279504
0.02753472879870247,0.056349769761613856,0.05452221477655854,0.12091768532991405
0.14612593206058022,0.11115892464935427,0.04307187739202411,0.026882612456878025
0.09671152912023413,0.09549392268705692,0.029275179039332293,0.04886442439582867
0.1398443257194439,0.1695069555917751,0.27088882256694435,0.08456398890568659
0.018213942021359016,0.019167247859574486,0.018484140010863036,0.03594544205145958
0.01119362227334321,0.019008973082765383,0.009586681043585649,0.013558566713562379
0.07539717526040003,0.0003752233881378923,3.5228526873255686e-05,0.01718339119822933
0.06485541125062769,0.008509203456781349,0.011371708928471462,0.013823200900776263
0.011882013605751154,0.04643626382285345,0.016117632905813317,0.020337546029343054
0.00022486034240431458,0.030049556921179492,0.02197544528162977,0.002052189065859868
0.01366501614337659,0.005607028094747914,0.02229175294799255,0.09039037249600275
0.04776141604849401,0.008177856535949032,0.0074978936953319815,0.014274097692507964
0.01608576469180238,0.004828914999961853,0.03002468200868244,0.008994860001481496
0.00941629884124712,0.10909529144496957,0.02536620529653911,0.031479080398686424
0.007626927535952502,0.006872445893838036,0.008475858870140553,0.013697875854678642
0.009710841506492091,0.06471976331912696,0.009805608459715398,0.02101558112563231
,0.009015421933825686,0.01687034455078197,0.048911005163039915
,0.011675102391036881,0.005413276849252089,0.011922676307268633
,0.011136384069743934,0.026322547408835734,0.004514149175240443
,0.0009915565226541756,0.0015246848780948903,
