2017,2018,2019,2020
0.05113242023432527,0.029243543531840818,0.01295826131526925,0.011307691080638995
0.041108262106662484,0.023760049320274344,0.0319660622170592,0.0638936793861481
0.0014738240030430657,0.006574692464413483,0.0036442616408993087,0.006216438773732919
0.05917138953245324,0.12536338469368538,0.05071084149999177,0.08696972323247255
0.006721036451804729,0.0016061623081242873,0.028280535589562474,0.018489159643650055
0.017374040345654235,0.02293855559688303,0.03042666873610084,0.07478107032007897
0.25806694762169863,0.2907701750854962,0.14299396264382846,0.02280386527761435
0.04389596121911784,0.03362516918327579,0.0549136337335285,0.029436544109231386
0.11806728287052562,0.09685755436892357,0.07930394506600376,0.060930592987017744
0.015219527346487264,0.008931192534670146,0.008582802389766126,0.013330309675672114
0.1047610308093424,0.031107696164801933,0.08061936151503114,0.07777787771267006
0.011996013517598159,0.013401333894031687,0.012206236130185594,0.026935790593807515
0.01507576680137911,0.028473566258820193,0.044227404991065145,0.03048290220351937
0.024993182280818926,0.0826953267111408,0.12293187640472258,0.21586309545315235
0.06118565337121032,0.05830198380005616,0.02716678371171679,0.007777663186574593
0.01506904779954721,0.011443298061200818,0.008169894357459285,0.001652701925008725
0.010979555888485362,0.01253580020956534,0.027984558539642383,0.02347218613020885
0.03985233411534142,0.021445351365536502,0.02994182392539405,0.022983751808985684
0.009470197080655864,0.017816338402700332,0.011203992493781626,0.011525705838814761
0.0609089542208737,0.023156925040518604,0.01846435506248058,0.02998531368584969
0.010830815853053379,0.019747631957348293,0.13588177100168444,0.12355859109606497
0.0065453068445657046,0.0050025369335251375,0.008091920519843766,0.023134296521162376
0.00708413579081761,0.012280810514578416,0.012422326557061289,0.005406855008541009
0.004216251937487653,0.012343479682689566,0.007146115915500244,0.00674755212206107
0.00027430461335728186,0.0061541925310678695,0.00485811234601281,
